"FID","Especies","decimalLat","decimalLon","Profundidad","Estrato","temperatura","salinidad","oxigeno","pH","sedimento","COP","hexagono","idleft","idtop","idright","idbottom","idX_centro","idy_centro","hexagonos_tocados_por_transectos_id","Transecto"
1869,"Bathymodiolus billschneideri",9.11775,-84.8395,1783,"Batial  medio",2.476519256,34.6414977,67.36668288,7.668150589,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1870,"Bathymodiolus billschneideri",9.117783,-84.839512,1784,"Batial  medio",2.476930509,34.64148583,67.36079688,7.668138252,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1871,"Bathymodiolus billschneideri",9.1178,-84.839515,1784,"Batial  medio",2.477157444,34.64147936,67.3574164,7.668131189,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1872,"Bathymodiolus billschneideri",9.117783,-84.83945,1783,"Batial  medio",2.477224986,34.64147879,67.35400795,7.668124468,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1873,"Bathymodiolus billschneideri",9.117433,-84.839617,1796,"Batial  medio",2.471471178,34.6416379,67.44864122,7.668320693,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1874,"Bathymodiolus billschneideri",9.031817,-84.620483,1400,"Batial  medio",2.794163175,34.63200303,60.35894355,7.657181311,"Clay",0.265985876,6750,-84.75553616,9.5,-84.1781859,9,-84,9,6750,"Costa_Rica"
1875,"Bathymodiolus billschneideri",9.117833,-84.83951,1784,"Batial  medio",2.477649407,34.64146557,67.34966902,7.668115073,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1890,"Bathymodiolus earlougheri",8.9285,-84.3131,1000,"Batial  medio",4.651828737,34.60701002,24.23355988,7.578537493,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1891,"Bathymodiolus earlougheri",9.1167,-84.8351,1817,"Batial  medio",2.481860892,34.64143467,67.11589746,7.667655544,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1892,"Bathymodiolus earlougheri",8.9305,-84.3123,1001,"Batial  medio",4.68643292,34.60654675,23.79548116,7.577572976,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1893,"Bathymodiolus earlougheri",8.9308,-84.313,1000,"Batial  medio",4.664970926,34.60651413,23.87417025,7.577752948,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1894,"Bathymodiolus earlougheri",9.117567,-84.839534,1800,"Batial  medio",2.473762131,34.64157488,67.41033005,7.66824135,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1895,"Bathymodiolus earlougheri",8.93,-84.3133,1008,"Batial  medio",4.651764505,34.60669849,24.04586797,7.578130812,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1896,"Bathymodiolus earlougheri",9.11507,-84.84683,1891,"Batial  medio",2.406422582,34.64333861,68.74602614,7.670974785,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1897,"Bathymodiolus earlougheri",8.93042,-84.31278,999,"Batial  medio",4.670496114,34.60658545,23.89190351,7.577788941,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1898,"Bathymodiolus earlougheri",9.11753,-84.83953,1886,"Batial  medio",2.473256157,34.64158926,67.41796467,7.668257285,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1899,"Bathymodiolus earlougheri",9.118,-84.84043,1885,"Batial  medio",2.47562158,34.64150375,67.41405276,7.668243926,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1900,"Bathymodiolus earlougheri",8.930483,-84.313288,998,"Batial  medio",4.654253496,34.60659482,23.97199829,7.577969657,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1901,"Bathymodiolus earlougheri",8.9337,-84.306722,1000,"Batial  medio",4.877191352,34.60559987,22.33425289,7.574320788,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1902,"Bathymodiolus earlougheri",8.931383,-84.312413,998,"Batial  medio",4.686434213,34.60636282,23.68406827,7.577331507,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1903,"Bathymodiolus earlougheri",8.931483,-84.311918,988,"Batial  medio",4.702833605,34.60631886,23.58194405,7.577102937,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1904,"Bathymodiolus earlougheri",9.114917,-84.839722,1887,"Batial  medio",2.435354239,34.64265632,68.00884294,7.66948735,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1994,"Bathymodiolus nancyschneiderae",9.1172,-84.8417,1866,"Batial  medio",2.458443013,34.64196371,67.72706349,7.668888251,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
1995,"Bathymodiolus nancyschneiderae",8.9305,-84.3123,1001,"Batial  medio",4.68643292,34.60654675,23.79548116,7.577572976,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1996,"Bathymodiolus nancyschneiderae",8.9308,-84.313,1000,"Batial  medio",4.664970926,34.60651413,23.87417025,7.577752948,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1997,"Bathymodiolus nancyschneiderae",8.930783,-84.312533,997,"Batial  medio",4.680045855,34.60649667,23.79443372,7.57757351,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1998,"Bathymodiolus nancyschneiderae",8.93,-84.3133,1008,"Batial  medio",4.651764505,34.60669849,24.04586797,7.578130812,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
1999,"Bathymodiolus nancyschneiderae",8.93042,-84.31263,1004,"Batial  medio",4.675372957,34.60657871,23.8654898,7.577729556,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2000,"Bathymodiolus nancyschneiderae",8.93048,-84.3125,1000,"Batial  medio",4.679850248,34.60656003,23.83367606,7.577658643,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2001,"Bathymodiolus nancyschneiderae",8.9293,-84.315,1000,"Batial  medio",4.593052858,34.60692319,24.44890069,7.579029834,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2002,"Bathymodiolus nancyschneiderae",8.93043,-84.31262,1001,"Batial  medio",4.675740113,34.60657612,23.86224211,7.577722357,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2003,"Bathymodiolus nancyschneiderae",8.93042,-84.31278,999,"Batial  medio",4.670496114,34.60658545,23.89190351,7.577788941,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2004,"Bathymodiolus nancyschneiderae",8.92955,-84.3078,1009,"Batial  medio",4.829628545,34.60655034,23.14501709,7.576100786,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2005,"Bathymodiolus nancyschneiderae",8.9337,-84.306722,1002,"Batial  medio",4.877191352,34.60559987,22.33425289,7.574320788,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2006,"Bathymodiolus nancyschneiderae",8.931483,-84.311918,988,"Batial  medio",4.702833605,34.60631886,23.58194405,7.577102937,"Clay",NA,6751,-84.75553616,9,-84.1781859,8.5,-84,9,6751,"Costa_Rica"
2020,"Bathymodiolus thermophilus",0.805,-86.225,2447,"Batial inferior",1.931385485,34.66618576,102.6284616,7.733647349,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2023,"Bathymodiolus thermophilus",12.810603,-103.94039,2643,"Batial inferior",1.608491374,34.66929731,105.6764797,7.721519684,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2024,"Bathymodiolus thermophilus",9.850327,-104.293274,2532,"Batial inferior",1.616483139,34.66989258,110.6508735,7.735955083,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2025,"Bathymodiolus thermophilus",9.827429,-104.289621,2528,"Batial inferior",1.617234478,34.6697509,110.6561957,7.735960294,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2026,"Bathymodiolus thermophilus",9.845751,-104.293065,2535,"Batial inferior",1.616503721,34.6698689,110.6525793,7.735956843,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2027,"Bathymodiolus thermophilus",9.850011,-104.293357,2533,"Batial inferior",1.616473175,34.66989256,110.6511164,7.735955328,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2028,"Bathymodiolus thermophilus",12.817684,-103.940618,2632,"Batial inferior",1.609118303,34.66924788,105.7416796,7.721719815,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2029,"Bathymodiolus thermophilus",9.849994,-104.29364,2518,"Batial inferior",1.61644032,34.66989715,110.6514871,7.735955695,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2030,"Bathymodiolus thermophilus",9.845914,-104.293484,2518,"Batial inferior",1.616452934,34.66987671,110.6530442,7.735957309,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2031,"Bathymodiolus thermophilus",9.844216,-104.294154,2514,"Batial inferior",1.616367707,34.66988075,110.6546294,7.735958927,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2032,"Bathymodiolus thermophilus",9.844695,-104.294098,2515,"Batial inferior",1.616375679,34.66988185,110.6543522,7.735958641,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2033,"Bathymodiolus thermophilus",9.843485,-104.290954,2513,"Batial inferior",1.616765362,34.66982258,110.6508696,7.735955119,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2034,"Bathymodiolus thermophilus",9.843558,-104.291,2512,"Batial inferior",1.616759477,34.66982371,110.6508964,7.735955147,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2035,"Bathymodiolus thermophilus",9.843449,-104.290973,2512,"Batial inferior",1.616763065,34.66982274,110.6509094,7.735955159,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2036,"Bathymodiolus thermophilus",9.842662,-104.290929,2512,"Batial inferior",1.616770203,34.66981831,110.6511959,7.735955445,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2037,"Bathymodiolus thermophilus",9.849684,-104.292747,2519,"Batial inferior",1.616543822,34.66988105,110.6504742,7.735954699,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2038,"Bathymodiolus thermophilus",9.843431,-104.291055,2512,"Batial inferior",1.616752863,34.66982406,110.6510216,7.735955273,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2039,"Bathymodiolus thermophilus",12.802367,-103.938483,2621,"Batial inferior",1.607928139,34.66934126,105.5920535,7.721271143,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2040,"Bathymodiolus thermophilus",12.809383,-103.944117,2622,"Batial inferior",1.608151975,34.66933294,105.686441,7.721526707,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2041,"Bathymodiolus thermophilus",12.809767,-103.939867,2622,"Batial inferior",1.608448105,34.66929957,105.6659931,7.721490599,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2042,"Bathymodiolus thermophilus",12.81795,-103.94265,2621,"Batial inferior",1.60908884,34.6692587,105.7562253,7.72175218,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2043,"Bathymodiolus thermophilus",-7.360348,-107.784668,2737,"Batial inferior",1.530673934,34.67532482,139.0508734,7.77882247,"Mixed calcareous-siliceous ooze",0.19476746,2571,-108.1382221,-7,-107.5608718,-7.5,-108,-7,NA,""
2044,"Bathymodiolus thermophilus",-7.420537,-107.793695,2751,"Batial inferior",1.526731946,34.67569099,139.1636311,7.778964661,"Mixed calcareous-siliceous ooze",0.19476746,2571,-108.1382221,-7,-107.5608718,-7.5,-108,-7,NA,""
2045,"Bathymodiolus thermophilus",-0.793333,-86.106667,2493,"Batial inferior",2.013342814,34.65908033,106.8229786,7.750905489,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2046,"Bathymodiolus thermophilus",-0.808333,-86.151667,2488,"Batial inferior",2.125774262,34.65270004,106.4931242,7.750497362,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2047,"Bathymodiolus thermophilus",0.803333,-86.223333,2457,"Batial inferior",1.929625584,34.66628252,102.6346181,7.733650667,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2048,"Bathymodiolus thermophilus",0.805,-86.23,2454,"Batial inferior",1.931259574,34.66620132,102.6316405,7.733650547,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2049,"Bathymodiolus thermophilus",0.808333,-86.225,2450,"Batial inferior",1.934990947,34.66598131,102.6140412,7.733638559,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2050,"Bathymodiolus thermophilus",-0.801667,-86.116667,2482,"Batial inferior",2.040534991,34.65756906,106.7428553,7.750838628,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2051,"Bathymodiolus thermophilus",9.840783,-104.29155,2500,"Batial inferior",1.616694388,34.66982042,110.6528012,7.735957071,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2052,"Bathymodiolus thermophilus",0.8,-86.2167,2458,"Batial inferior",1.926206553,34.66646207,102.6448778,7.733655036,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2053,"Bathymodiolus thermophilus",9.8428,-104.2919,2514,"Batial inferior",1.616647858,34.66983573,110.6523708,7.735956642,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2054,"Bathymodiolus thermophilus",9.8464,-104.2925,2503,"Batial inferior",1.616572514,34.66986224,110.6515772,7.735955832,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2055,"Bathymodiolus thermophilus",9.8408,-104.2917,2500,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2056,"Bathymodiolus thermophilus",9.8408,-104.2917,2508,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2057,"Bathymodiolus thermophilus",9.8408,-104.2917,2505,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2058,"Bathymodiolus thermophilus",9.8436,-104.2919,2503,"Batial inferior",1.61664723,34.66983937,110.652024,7.735956291,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2059,"Bathymodiolus thermophilus",9.8436,-104.2919,2503,"Batial inferior",1.61664723,34.66983937,110.652024,7.735956291,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2060,"Bathymodiolus thermophilus",9.8408,-104.2933,2503,"Batial inferior",1.616469682,34.66985111,110.6550136,7.735959341,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2061,"Bathymodiolus thermophilus",9.8408,-104.2917,2513,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2062,"Bathymodiolus thermophilus",9.8389,-104.2914,2511,"Batial inferior",1.616716395,34.66980912,110.6534288,7.735957698,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2063,"Bathymodiolus thermophilus",9.8408,-104.2917,2513,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2064,"Bathymodiolus thermophilus",9.8408,-104.2917,2507,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2065,"Bathymodiolus thermophilus",9.8408,-104.2917,2506,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2066,"Bathymodiolus thermophilus",9.8408,-104.2917,2512,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2067,"Bathymodiolus thermophilus",9.8408,-104.2917,2503,"Batial inferior",1.616675108,34.66982312,110.6529841,7.735957258,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2070,"Bathymodiolus thermophilus",9.8425,-104.2919,2503,"Batial inferior",1.616648094,34.66983436,110.6525009,7.735956773,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2071,"Bathymodiolus thermophilus",12.8106,-103.9403,2620,"Batial inferior",1.608496213,34.6692967,105.675942,7.721518593,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
2072,"Bathymodiolus thermophilus",11.4153,-103.7867,2492,"Batial inferior",1.606979138,34.6705373,107.3745969,7.729153298,"Clay",0.336668581,3235,-104.2411077,11.75,-103.6637575,11.25,-104,12,NA,""
2073,"Bathymodiolus thermophilus",8.6067,-104.2106,2550,"Batial inferior",1.622054344,34.67003216,113.0823754,7.737364903,"Clay",0.368658364,3163,-104.6741205,9,-104.0967702,8.5,-104,9,NA,""
2074,"Bathymodiolus thermophilus",-0.795,-86.1283,2482,"Batial inferior",2.05317451,34.65679342,106.6947381,7.750729091,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2075,"Bathymodiolus thermophilus",-0.7981,-86.1533,2483,"Batial inferior",2.10492806,34.65382943,106.5348702,7.750510392,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2076,"Bathymodiolus thermophilus",-0.7981,-86.1536,2494,"Batial inferior",2.10549043,34.65379699,106.5330843,7.750507756,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2077,"Bathymodiolus thermophilus",-0.795,-86.1289,2485,"Batial inferior",2.054238827,34.65673201,106.6912831,7.750724056,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2078,"Bathymodiolus thermophilus",0.8042,-86.2247,2450,"Batial inferior",1.930527762,34.66623387,102.6317324,7.733649266,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2079,"Bathymodiolus thermophilus",0.8042,-86.2247,2451,"Batial inferior",1.930527762,34.66623387,102.6317324,7.733649266,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2080,"Bathymodiolus thermophilus",0.8042,-86.2247,2451,"Batial inferior",1.930527762,34.66623387,102.6317324,7.733649266,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2081,"Bathymodiolus thermophilus",0.7983,-86.225,2478,"Batial inferior",1.924137781,34.66659674,102.6574494,7.733665019,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2082,"Bathymodiolus thermophilus",-0.7981,-86.1533,2488,"Batial inferior",2.10492806,34.65382943,106.5348702,7.750510392,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2083,"Bathymodiolus thermophilus",-0.7983,-86.1506,2493,"Batial inferior",2.100327056,34.6540963,106.5499511,7.750533606,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2084,"Bathymodiolus thermophilus",0.8033,-86.2233,2457,"Batial inferior",1.929590773,34.66628443,102.6347401,7.733650732,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2085,"Bathymodiolus thermophilus",-0.7981,-86.1533,2490,"Batial inferior",2.10492806,34.65382943,106.5348702,7.750510392,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2086,"Bathymodiolus thermophilus",-0.795,-86.1283,2482,"Batial inferior",2.05317451,34.65679342,106.6947381,7.750729091,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2087,"Bathymodiolus thermophilus",-0.7967,-86.1533,2491,"Batial inferior",2.10158297,34.65401237,106.5420552,7.750514429,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2088,"Bathymodiolus thermophilus",-0.7981,-86.1533,2482,"Batial inferior",2.10492806,34.65382943,106.5348702,7.750510392,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2089,"Bathymodiolus thermophilus",0.805,-86.225,2447,"Batial inferior",1.931385485,34.66618576,102.6284616,7.733647349,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2090,"Bathymodiolus thermophilus",0.8042,-86.2244,2454,"Batial inferior",1.930535437,34.66623291,102.631542,7.733649073,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2091,"Bathymodiolus thermophilus",-0.7967,-86.1533,2489,"Batial inferior",2.10158297,34.65401237,106.5420552,7.750514429,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2092,"Bathymodiolus thermophilus",-0.78,-86.0317,2578,"Batial inferior",1.962591048,34.6620011,107.213357,7.751350341,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2093,"Bathymodiolus thermophilus",0.8042,-86.2247,2457,"Batial inferior",1.930527762,34.66623387,102.6317324,7.733649266,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2094,"Bathymodiolus thermophilus",-0.7981,-86.1533,2495,"Batial inferior",2.10492806,34.65382943,106.5348702,7.750510392,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2095,"Bathymodiolus thermophilus",0.8042,-86.2247,2460,"Batial inferior",1.930527762,34.66623387,102.6317324,7.733649266,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2096,"Bathymodiolus thermophilus",-0.7981,-86.1533,2482,"Batial inferior",2.10492806,34.65382943,106.5348702,7.750510392,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2097,"Bathymodiolus thermophilus",-0.8017,-86.1283,2482,"Batial inferior",2.063741857,34.65623073,106.6708777,7.750731139,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
2098,"Bathymodiolus thermophilus",9.1167,-84.8351,1817,"Batial  medio",2.481860892,34.64143467,67.11589746,7.667655544,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
2099,"Bathymodiolus thermophilus",9.11753,-84.83953,1886,"Batial  medio",2.473256157,34.64158926,67.41796467,7.668257285,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
2100,"Bathymodiolus thermophilus",0.8,-86.2166,2600,"Batial inferior",1.926209321,34.6664617,102.644815,7.73365497,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
2101,"Bathymodiolus thermophilus",9.117783,-84.83945,1783,"Batial  medio",2.477224986,34.64147879,67.35400795,7.668124468,"Clay",0.265985876,6672,-85.18854887,9.25,-84.6111986,8.75,-85,9,NA,""
2102,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2103,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2104,"Bathymodiolus thermophilus",9.8421,-104.2919,2505,"Batial inferior",1.616648408,34.66983254,110.6526742,7.735956949,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2105,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2106,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2107,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2108,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2109,"Bathymodiolus thermophilus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
2110,"Bathymodiolus thermophilus",9.515,-104.242,2585,"Batial inferior",1.620184964,34.66917191,110.9038152,7.735753387,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
